Voyage_ID,Sailing_Speed,Draft,Trim,Weather_Condition,Sea_Condition,Water_Temperature,Fuel_Consumption_Rate,Distance_Traveled,Time_Duration
14,16.6,10.0,3.8,Sunny,Calm,27.2,7.1,155,11.3
10,15.6,10.1,3.6,Foggy,Calm,28.3,8.2,159,13.6
24,18.2,9.0,1.9,Cloudy,Calm,29.0,7.0,160,10.0
32,14.6,9.8,1.7,Foggy,Calm,28.2,7.8,139,10.0
31,14.9,9.4,2.7,Clear,Rough,24.0,9.8,135,11.2
29,15.7,9.9,3.0,Rain,Calm,27.4,7.5,157,12.6
37,18.9,10.9,3.9,Cloudy,Rough,25.8,9.7,166,15.1
22,19.1,10.2,2.0,Cloudy,Rough,28.2,7.0,170,13.7
26,17.7,9.2,1.4,Rain,Moderate,21.0,10.2,129,10.0
37,16.7,10.9,2.4,Cloudy,Rough,22.1,10.6,143,10.5
18,14.8,9.7,2.4,Rain,Moderate,24.6,10.9,142,10.0
26,19.5,10.4,3.5,Clear,Calm,24.2,7.4,173,14.0
42,12.6,10.0,2.3,Rain,Rough,23.6,9.8,139,10.0
42,17.1,10.3,1.7,Foggy,Calm,29.0,7.9,179,11.5
25,14.9,9.8,1.6,Clear,Moderate,22.9,13.4,127,10.0
50,14.5,10.2,3.0,Sunny,Moderate,22.9,7.9,134,12.5
38,13.4,12.0,1.7,Rain,Moderate,23.7,9.3,147,11.0
50,12.1,10.3,2.1,Rain,Moderate,21.9,10.3,125,10.0
39,14.9,9.6,2.3,Rain,Moderate,22.7,11.4,134,13.2
15,19.5,10.2,3.3,Cloudy,Rough,26.7,7.0,176,14.4
19,14.2,9.1,2.6,Sunny,Moderate,23.4,7.0,120,10.3
7,12.0,9.5,2.4,Sunny,Rough,26.1,13.1,137,10.0
11,12.0,9.6,1.8,Rain,Moderate,24.1,10.5,120,10.0
27,15.8,11.0,1.8,Rain,Calm,27.5,11.0,144,11.2
14,15.1,9.7,3.0,Rain,Rough,23.4,8.6,154,10.9
1,12.8,9.6,2.0,Clear,Rough,28.0,9.1,135,10.0
46,16.4,9.5,3.0,Sunny,Calm,23.6,7.0,152,12.5
42,13.8,9.1,1.8,Sunny,Calm,24.6,10.8,123,10.0
18,12.6,9.5,1.5,Sunny,Rough,27.3,10.6,120,10.0
40,15.7,9.4,2.3,Sunny,Moderate,21.6,8.5,120,10.0
46,15.6,10.6,1.4,Sunny,Rough,21.5,8.2,141,10.2
13,16.2,9.7,2.9,Foggy,Calm,27.3,11.0,158,14.2
6,17.6,10.4,2.1,Cloudy,Calm,26.1,7.0,176,14.0
15,12.2,9.5,1.9,Foggy,Moderate,25.9,13.1,161,12.4
24,12.1,9.7,2.5,Foggy,Moderate,22.6,7.0,120,10.3
2,18.2,10.7,3.4,Cloudy,Rough,26.7,8.3,125,13.9
17,14.4,9.3,2.1,Rain,Moderate,21.9,9.3,120,10.0
12,16.1,10.1,2.6,Sunny,Rough,23.9,9.7,135,14.0
28,18.7,9.7,2.4,Sunny,Calm,26.0,7.0,184,12.1
26,13.4,9.5,2.0,Rain,Moderate,22.1,11.8,144,10.0
43,14.2,11.1,1.2,Clear,Moderate,24.2,12.1,130,10.0
12,16.8,10.9,3.4,Foggy,Calm,27.5,7.5,153,14.1
17,14.6,9.8,1.8,Rain,Rough,25.6,7.9,134,11.8
15,17.0,9.2,2.8,Cloudy,Calm,27.0,7.8,159,10.9
15,18.6,10.6,3.8,Clear,Rough,24.5,8.3,165,10.1
20,12.9,9.6,1.5,Cloudy,Calm,22.9,9.7,121,10.0
13,19.1,10.3,3.7,Sunny,Calm,28.4,8.1,176,14.3
12,15.4,10.1,1.8,Rain,Moderate,22.0,11.3,136,10.2
11,15.5,9.0,2.4,Rain,Calm,24.7,9.8,128,10.0
17,18.6,11.1,3.1,Clear,Rough,24.5,10.2,155,12.6
31,19.5,11.8,3.8,Cloudy,Rough,26.8,7.3,193,15.4
32,18.7,10.0,3.3,Sunny,Rough,24.3,7.5,154,15.0
4,17.8,10.0,3.9,Cloudy,Rough,25.5,9.5,182,11.7
7,16.9,10.5,1.4,Sunny,Calm,28.0,7.0,124,12.9
47,18.8,9.5,4.0,Sunny,Rough,26.7,8.7,173,14.6
34,12.9,9.8,2.3,Clear,Moderate,24.4,8.9,121,10.0
19,14.4,9.4,1.3,Sunny,Calm,23.7,10.6,148,11.4
33,17.1,10.6,3.0,Rain,Moderate,27.0,9.4,160,10.7
23,18.5,11.1,3.5,Rain,Rough,27.8,7.7,174,14.4
14,13.0,10.1,1.9,Cloudy,Rough,23.4,8.0,137,10.0
29,17.9,10.4,2.1,Clear,Rough,26.0,10.1,139,12.5
20,12.8,9.6,2.4,Cloudy,Calm,24.8,7.2,146,10.1
32,15.2,9.8,3.2,Rain,Rough,21.0,7.9,170,11.6
14,14.1,10.3,1.9,Cloudy,Rough,27.1,8.2,128,11.4
17,15.2,9.8,2.5,Clear,Rough,24.3,10.1,122,10.0
22,18.6,9.8,1.9,Clear,Rough,24.2,8.8,147,13.7
36,12.8,9.9,1.6,Sunny,Rough,21.0,7.6,125,10.6
23,18.3,9.7,3.8,Rain,Rough,22.4,8.2,183,13.7
20,17.6,10.8,3.7,Sunny,Rough,26.4,9.4,172,16.1
33,16.1,10.6,3.8,Foggy,Moderate,27.3,8.2,182,15.6
6,12.0,9.9,2.7,Rain,Moderate,21.3,13.1,120,10.0
16,16.0,9.7,2.0,Foggy,Rough,29.0,7.0,157,10.0
17,14.2,9.6,1.9,Rain,Moderate,22.9,13.7,120,10.0
9,16.7,9.9,4.0,Sunny,Rough,21.0,9.8,161,11.7
28,18.2,11.1,3.5,Cloudy,Rough,22.8,8.1,168,11.4
38,18.1,9.6,1.9,Cloudy,Rough,25.1,7.8,147,10.0
23,12.4,9.8,3.2,Cloudy,Calm,27.3,10.1,177,14.8
13,15.3,10.2,4.0,Cloudy,Rough,28.0,9.2,179,13.7
26,19.4,11.3,4.0,Sunny,Rough,25.9,7.0,173,14.8
45,16.7,10.6,2.6,Sunny,Calm,26.8,7.4,150,13.0
44,13.5,10.9,1.5,Sunny,Calm,26.1,7.0,157,10.9
26,14.7,9.7,2.4,Clear,Moderate,21.0,8.5,127,11.0
21,14.7,9.2,2.0,Rain,Moderate,21.0,7.0,120,10.0
43,17.8,11.7,2.2,Sunny,Calm,27.8,7.0,174,13.3
14,15.3,9.7,2.2,Clear,Rough,25.1,7.9,158,10.7
47,12.0,10.2,2.5,Clear,Rough,24.2,10.5,132,10.5
26,18.1,11.1,4.0,Sunny,Rough,26.1,8.1,170,14.6
5,17.8,10.8,2.9,Sunny,Calm,26.1,7.7,162,13.6
15,18.4,10.0,3.2,Cloudy,Rough,25.4,7.9,164,13.0
23,13.6,10.2,2.6,Rain,Moderate,23.9,10.3,173,13.0
13,19.5,10.2,3.1,Clear,Rough,26.3,9.2,180,10.1
10,18.2,9.1,1.5,Cloudy,Rough,25.1,7.0,174,11.3
16,14.0,9.4,2.2,Rain,Rough,21.5,7.5,132,10.0
36,18.4,10.2,3.2,Sunny,Rough,21.5,8.9,180,16.7
20,19.2,9.4,3.2,Cloudy,Calm,27.3,7.9,147,11.2
26,18.9,9.9,3.6,Sunny,Rough,26.2,8.9,173,10.6
33,15.4,10.3,3.6,Sunny,Rough,25.6,7.4,155,14.4
1,15.5,10.0,1.7,Cloudy,Rough,22.3,10.8,142,12.1
9,13.0,9.4,1.9,Rain,Moderate,24.4,12.0,124,10.0
4,17.5,9.8,2.7,Rain,Rough,21.3,9.8,172,13.0
44,12.5,10.4,2.2,Foggy,Calm,28.9,8.7,139,13.0
30,18.0,10.1,3.3,Sunny,Moderate,25.4,9.3,178,15.4
21,13.3,9.9,2.2,Rain,Moderate,27.1,9.2,145,10.0
39,15.0,10.5,3.7,Sunny,Rough,25.9,9.1,160,13.8
38,17.1,11.7,4.0,Cloudy,Rough,24.5,7.8,170,14.2
12,14.7,10.0,1.8,Clear,Rough,21.0,9.3,120,10.9
37,18.7,9.9,2.0,Clear,Calm,26.0,8.5,151,10.5
24,14.2,9.8,2.5,Clear,Rough,25.5,7.9,130,10.5
11,18.3,10.2,3.3,Foggy,Rough,25.0,7.5,168,13.4
20,14.5,10.0,3.4,Cloudy,Rough,22.7,10.4,162,11.5
32,16.8,11.2,3.5,Foggy,Calm,29.0,8.0,171,15.3
19,15.0,9.4,1.8,Rain,Moderate,23.5,8.9,142,10.1
41,17.2,9.4,2.3,Clear,Rough,23.1,11.7,168,13.6
9,16.8,10.5,4.0,Sunny,Rough,22.4,10.1,161,13.2
43,16.8,11.0,3.5,Cloudy,Calm,25.8,7.0,167,14.6
43,16.9,10.8,3.4,Clear,Calm,28.9,7.9,176,13.6
10,17.8,10.1,2.0,Clear,Calm,21.8,9.1,120,11.8
25,17.4,10.6,1.8,Foggy,Calm,29.0,7.0,161,14.4
16,17.4,9.8,2.0,Sunny,Moderate,25.6,8.9,172,10.9
46,12.1,9.6,1.9,Sunny,Calm,24.4,8.0,162,10.4
37,18.8,9.9,3.5,Cloudy,Calm,29.0,7.0,170,13.1
26,19.4,11.1,2.4,Cloudy,Rough,25.1,8.5,195,13.9
2,14.2,9.7,2.0,Rain,Rough,21.0,9.7,141,10.6
25,17.4,11.0,4.0,Cloudy,Calm,29.0,7.0,174,13.2
27,15.0,10.7,1.6,Sunny,Rough,26.5,9.0,162,11.2
12,13.4,9.7,1.6,Clear,Moderate,27.5,12.1,143,10.0
9,17.3,11.1,2.4,Sunny,Rough,24.4,8.4,161,10.9
11,16.8,10.3,1.7,Sunny,Calm,24.2,7.0,172,11.9
16,13.9,9.8,2.5,Rain,Moderate,21.0,9.7,124,10.5
41,16.1,10.6,4.0,Rain,Moderate,25.4,9.5,133,13.5
13,15.3,9.2,3.1,Foggy,Calm,25.6,7.0,155,11.6
11,16.4,9.4,2.4,Rain,Moderate,24.0,7.3,156,10.1
25,19.2,10.4,3.4,Cloudy,Calm,26.5,7.0,171,13.6
26,14.7,9.3,3.5,Rain,Moderate,26.9,11.5,127,10.0
44,17.0,10.4,1.6,Foggy,Calm,27.9,9.2,126,10.0
39,12.0,9.8,1.5,Clear,Rough,22.3,12.9,122,10.0
42,16.9,10.3,3.2,Cloudy,Calm,28.0,7.0,164,11.1
21,17.1,9.9,1.7,Sunny,Rough,26.0,7.8,154,12.2
38,12.1,10.0,2.2,Rain,Moderate,21.0,9.4,143,10.1
11,15.8,9.7,2.2,Cloudy,Rough,28.5,8.2,161,14.4
22,19.5,9.6,4.0,Sunny,Calm,28.4,7.0,165,15.0
15,13.4,9.8,2.0,Sunny,Moderate,22.2,12.3,120,10.3
19,14.1,9.5,2.1,Clear,Moderate,23.5,12.0,122,10.0
41,14.7,10.1,2.2,Rain,Moderate,23.4,11.0,141,10.6
26,17.2,10.0,3.5,Cloudy,Calm,26.4,7.0,184,14.1
11,17.2,10.0,3.1,Cloudy,Calm,25.2,7.0,122,12.7
17,15.0,10.3,3.7,Clear,Moderate,24.1,7.5,194,10.0
16,13.7,9.6,3.5,Foggy,Calm,25.1,7.6,153,11.3
16,15.6,10.8,3.2,Cloudy,Moderate,22.2,8.9,171,10.0
40,15.6,10.5,1.4,Sunny,Calm,23.7,7.0,140,12.1
29,16.7,11.5,2.6,Foggy,Calm,28.6,8.4,161,14.3
9,13.8,9.6,1.4,Sunny,Rough,22.7,11.4,124,10.0
28,12.0,9.2,2.2,Rain,Moderate,21.5,11.1,120,10.0
16,15.7,9.1,1.8,Clear,Rough,22.9,12.0,125,10.1
22,15.1,9.0,1.8,Clear,Moderate,23.6,11.1,121,10.0
30,18.9,10.5,3.5,Foggy,Calm,27.9,8.6,171,11.5
20,17.3,11.0,3.3,Sunny,Rough,21.4,8.7,166,14.9
9,19.5,10.2,2.4,Cloudy,Rough,26.4,9.1,161,10.6
23,13.6,9.7,1.9,Foggy,Moderate,23.2,9.0,135,11.2
15,14.8,9.7,1.9,Rain,Moderate,23.2,10.1,121,10.0
14,15.6,10.4,3.3,Foggy,Calm,27.2,7.0,152,11.0
11,14.4,9.4,2.3,Rain,Rough,24.9,11.5,121,10.6
39,18.0,10.6,3.0,Rain,Rough,27.9,8.4,156,12.5
46,13.9,10.9,3.4,Cloudy,Rough,26.0,10.0,150,11.8
39,19.0,10.8,2.8,Cloudy,Calm,26.3,8.3,163,14.0
47,15.4,10.4,2.3,Sunny,Moderate,23.4,7.0,130,10.0
21,14.6,9.9,2.0,Clear,Moderate,23.3,12.7,137,10.0
8,14.3,10.0,2.2,Clear,Rough,26.6,12.3,145,13.4
15,17.2,10.7,4.0,Clear,Rough,25.3,8.6,178,14.7
10,12.8,9.3,2.0,Rain,Moderate,21.0,12.3,125,10.0
4,12.6,10.5,2.0,Rain,Moderate,22.6,10.8,125,11.6
17,14.0,9.5,1.8,Cloudy,Calm,21.0,7.0,155,11.8
40,16.8,10.3,3.4,Cloudy,Rough,26.4,7.2,195,14.6
38,17.0,11.2,4.0,Sunny,Rough,23.8,11.5,182,14.2
23,15.8,9.4,1.5,Rain,Calm,26.3,8.4,170,11.2
20,13.6,9.9,2.5,Rain,Calm,23.2,7.0,120,10.4
39,12.0,9.5,2.0,Rain,Moderate,24.1,8.6,139,13.2
46,15.3,9.9,1.5,Rain,Rough,21.0,9.2,162,11.3
15,13.5,10.2,2.8,Clear,Rough,24.1,8.7,120,11.6
22,12.8,10.3,2.5,Foggy,Moderate,25.7,10.6,125,10.2
50,15.2,9.8,1.9,Foggy,Rough,23.0,7.1,157,10.3
3,13.7,10.6,2.1,Rain,Moderate,25.2,8.7,122,10.0
17,13.8,9.4,2.5,Rain,Rough,22.5,13.2,149,10.1
37,12.9,9.6,2.2,Rain,Moderate,21.0,10.6,121,10.0
21,12.3,9.7,2.1,Sunny,Calm,24.4,8.5,120,10.0
10,14.5,9.6,1.9,Clear,Rough,23.5,9.0,121,10.2
2,12.0,9.6,1.9,Foggy,Calm,25.7,7.0,132,10.0
30,19.5,9.4,3.7,Cloudy,Rough,27.0,7.0,195,13.3
33,13.5,10.6,2.0,Clear,Rough,27.8,8.8,153,10.6
18,17.8,11.1,3.4,Foggy,Moderate,29.0,7.5,162,10.0
12,13.2,9.5,2.6,Rain,Moderate,23.9,10.3,136,10.6
15,12.0,9.6,2.2,Sunny,Calm,25.3,13.1,142,10.4
44,13.8,9.5,2.4,Cloudy,Calm,28.0,7.6,120,11.8
17,14.9,10.3,3.6,Rain,Rough,21.5,10.7,130,10.2
38,19.3,10.9,3.5,Clear,Rough,27.2,7.6,162,12.3
36,14.3,10.2,2.0,Clear,Moderate,26.5,10.1,129,11.1
49,13.8,9.0,2.1,Rain,Moderate,24.3,11.3,130,10.0
40,15.3,10.6,3.3,Cloudy,Calm,28.3,8.5,183,11.9
25,13.3,10.5,1.7,Cloudy,Calm,27.8,7.0,128,10.0
30,17.5,11.7,4.0,Clear,Moderate,22.1,7.0,166,12.1
14,17.5,10.7,3.5,Sunny,Calm,26.2,7.5,173,15.9
39,15.4,9.2,2.0,Cloudy,Rough,21.5,8.5,135,12.7
4,19.1,10.0,1.8,Cloudy,Calm,24.1,7.3,122,10.2
32,19.1,11.0,2.8,Sunny,Calm,27.5,7.5,180,13.9
36,18.9,11.2,3.3,Rain,Rough,21.0,9.0,195,14.5
22,17.0,10.6,4.0,Clear,Rough,24.2,10.0,187,15.0
10,12.0,10.0,2.8,Cloudy,Calm,27.3,9.0,124,10.1
22,15.2,9.8,1.5,Foggy,Rough,24.5,10.5,129,10.0
48,14.7,9.5,2.3,Clear,Moderate,22.6,13.1,153,10.4
19,12.5,9.8,2.1,Rain,Moderate,23.2,13.4,120,10.3
19,12.9,9.3,1.9,Rain,Calm,26.6,9.2,120,10.0
46,14.6,10.0,2.4,Cloudy,Calm,23.2,7.0,148,12.5
26,17.0,10.6,2.1,Sunny,Calm,28.3,7.9,173,13.7
15,16.0,11.3,4.0,Foggy,Rough,28.9,8.6,179,13.4
39,12.7,9.4,1.8,Clear,Moderate,23.8,7.4,135,10.0
23,14.5,9.0,1.5,Cloudy,Moderate,24.1,10.7,120,10.0
47,16.3,10.7,3.8,Foggy,Moderate,27.6,7.0,155,11.4
28,13.2,9.5,2.0,Cloudy,Rough,25.4,8.7,161,10.9
11,19.1,11.9,4.0,Sunny,Rough,23.1,8.9,174,13.7
35,12.0,9.8,2.8,Foggy,Calm,26.0,10.6,120,10.2
16,12.1,9.5,2.5,Foggy,Rough,27.9,8.2,120,10.9
19,19.3,9.9,2.2,Rain,Rough,21.8,8.8,152,13.4
23,14.3,9.7,2.5,Clear,Moderate,25.5,9.3,131,10.0
37,19.1,11.6,3.6,Sunny,Moderate,27.1,8.0,161,11.7
26,14.5,9.1,1.7,Cloudy,Calm,24.6,7.0,125,10.3
14,15.4,9.7,1.9,Cloudy,Calm,26.0,8.6,141,10.1
20,18.8,9.9,3.3,Cloudy,Calm,29.0,7.0,164,12.1
49,15.6,9.8,1.9,Foggy,Calm,28.9,7.5,135,10.7
41,14.8,11.4,1.7,Clear,Rough,21.0,10.2,123,13.0
2,13.1,9.5,2.1,Rain,Rough,22.7,11.5,134,10.0
15,13.9,9.1,2.6,Cloudy,Rough,24.8,7.0,126,10.2
28,15.9,10.4,3.1,Sunny,Calm,26.4,7.0,169,14.6
41,13.5,9.4,1.7,Rain,Moderate,23.8,9.8,172,12.3
6,14.5,10.6,1.7,Sunny,Rough,24.4,11.4,123,11.8
7,17.0,11.0,4.0,Clear,Calm,27.4,9.4,170,14.3
36,16.7,10.3,2.2,Sunny,Moderate,29.0,8.5,153,12.3
35,17.0,9.3,3.9,Foggy,Moderate,24.7,9.9,173,11.3
38,16.2,10.0,1.7,Clear,Moderate,25.4,8.3,177,12.3
10,16.8,10.7,2.2,Sunny,Rough,24.4,7.7,161,15.6
28,18.0,11.1,4.0,Clear,Rough,22.5,8.8,195,14.5
14,12.7,10.0,2.2,Clear,Moderate,21.2,12.2,120,10.0
42,13.2,9.6,2.5,Rain,Moderate,26.3,9.9,136,10.5
12,15.6,9.0,2.2,Cloudy,Moderate,22.9,7.6,138,10.0
23,15.9,9.9,1.6,Sunny,Calm,22.2,8.3,123,10.0
48,13.1,9.8,2.1,Clear,Rough,24.2,10.0,154,12.2
46,13.8,10.1,2.3,Foggy,Calm,26.4,9.1,150,10.8
17,13.5,9.0,3.1,Sunny,Rough,21.0,10.9,128,10.2
15,14.0,9.3,1.2,Rain,Moderate,23.5,9.6,134,10.0
1,12.0,9.4,2.4,Rain,Moderate,29.0,11.5,121,10.0
27,13.4,9.5,1.3,Foggy,Calm,25.3,9.4,146,10.6
17,12.6,10.8,4.0,Foggy,Calm,29.0,7.4,162,11.0
11,19.5,10.3,3.7,Sunny,Rough,26.0,7.3,162,16.0
37,13.1,9.9,2.4,Clear,Moderate,26.0,13.4,120,10.0
7,17.1,9.1,4.0,Cloudy,Calm,21.0,9.8,146,15.3
20,16.9,10.4,3.8,Sunny,Rough,27.2,10.4,179,13.8
14,13.5,9.4,2.4,Sunny,Rough,22.6,10.5,146,12.0
32,12.0,9.9,2.3,Rain,Moderate,24.8,13.8,133,11.3
21,13.0,11.1,2.8,Clear,Moderate,21.7,12.5,140,10.0
16,13.0,9.4,1.9,Foggy,Calm,25.9,9.8,124,10.0
34,14.9,10.1,1.9,Sunny,Calm,25.0,11.7,121,10.0
30,16.3,10.5,1.7,Foggy,Calm,27.9,7.0,151,12.8
23,15.2,9.7,2.3,Cloudy,Rough,22.9,10.3,130,10.0
36,15.9,10.5,2.9,Foggy,Calm,29.0,7.0,173,10.0
12,12.0,9.3,2.0,Sunny,Calm,21.6,7.7,120,10.0
20,16.0,9.2,2.2,Clear,Rough,21.8,11.3,120,10.0
31,18.6,11.3,3.5,Sunny,Rough,21.0,7.3,180,14.4
32,16.9,10.1,4.0,Sunny,Rough,23.6,7.0,174,13.0
21,14.9,9.0,2.1,Sunny,Rough,23.9,11.6,128,10.1
17,19.0,10.1,4.0,Clear,Rough,22.6,7.4,158,14.5
23,13.9,9.5,2.1,Clear,Moderate,23.7,12.3,122,10.0
21,19.2,10.1,2.7,Sunny,Moderate,23.1,7.0,156,10.4
28,14.8,9.6,1.8,Cloudy,Calm,23.2,9.7,122,10.0
17,15.4,10.4,3.0,Foggy,Rough,23.6,7.0,162,14.2
28,17.7,10.9,3.3,Rain,Rough,25.2,8.0,160,12.9
42,17.3,9.8,2.8,Foggy,Calm,26.6,7.3,128,14.1
7,12.1,9.2,1.9,Rain,Moderate,25.1,12.6,120,10.0
40,12.7,10.3,2.2,Foggy,Calm,24.0,11.3,150,11.5
49,16.8,9.4,3.1,Foggy,Rough,28.6,7.0,151,12.1
9,16.4,10.5,3.1,Cloudy,Rough,25.4,7.9,156,12.5
10,19.4,10.7,2.0,Sunny,Rough,24.9,8.9,178,13.4
16,18.3,10.5,4.0,Clear,Rough,25.5,8.4,164,14.0
50,13.5,10.4,2.0,Rain,Rough,23.0,11.6,130,10.0
26,14.9,10.5,3.8,Clear,Calm,23.5,11.4,168,10.7
28,16.0,9.5,2.6,Clear,Moderate,22.5,11.6,153,10.9
33,17.2,11.0,3.9,Cloudy,Rough,26.3,9.7,181,12.7
15,17.7,9.7,4.0,Sunny,Calm,29.0,7.0,174,13.3
30,13.1,9.0,1.8,Foggy,Calm,23.7,9.5,129,10.2
22,18.6,9.8,2.9,Cloudy,Calm,22.3,7.3,181,14.2
43,16.3,9.6,3.2,Clear,Moderate,26.3,8.4,136,10.2
44,15.3,10.2,2.1,Foggy,Calm,24.8,7.0,124,10.2
7,15.5,9.4,1.7,Cloudy,Rough,21.0,8.2,120,10.4
29,17.8,11.0,4.0,Clear,Rough,27.1,10.4,171,16.1
25,12.9,9.0,1.9,Foggy,Moderate,25.9,7.2,120,10.0
19,14.8,9.3,2.3,Foggy,Calm,26.7,10.7,125,10.6
19,18.4,10.6,2.2,Sunny,Rough,21.2,7.3,144,12.9
15,14.0,9.3,1.9,Foggy,Calm,29.0,7.0,120,11.4
22,16.7,10.1,3.8,Foggy,Rough,29.0,7.8,177,10.9
44,13.5,9.5,2.9,Clear,Moderate,26.0,12.4,120,10.3
18,16.7,10.0,2.3,Clear,Rough,25.4,8.8,168,10.0
25,18.3,9.5,3.4,Rain,Rough,25.0,9.6,188,13.1
30,13.4,9.6,1.8,Rain,Rough,28.6,7.8,130,10.0
19,16.5,9.0,1.9,Cloudy,Calm,25.4,8.0,152,11.4
12,17.3,10.4,4.0,Clear,Calm,28.3,8.0,158,14.7
42,16.3,9.7,3.3,Foggy,Calm,29.0,7.6,176,14.5
15,14.5,9.1,1.9,Sunny,Rough,24.1,7.0,130,10.0
9,16.9,9.9,3.4,Rain,Calm,23.0,7.7,161,12.4
39,12.3,9.6,2.0,Sunny,Calm,25.2,9.0,122,10.7
20,17.9,9.5,1.8,Clear,Rough,24.9,7.2,132,10.6
27,13.9,9.8,2.1,Sunny,Calm,26.5,7.0,120,11.6
25,12.4,9.4,2.6,Clear,Moderate,21.0,11.7,133,10.4
19,15.2,10.0,2.3,Rain,Rough,21.2,10.8,172,14.4
41,15.7,9.6,1.8,Rain,Moderate,22.4,8.2,132,10.4
1,16.6,10.0,2.5,Sunny,Rough,23.0,8.7,163,10.3
9,17.1,9.6,2.9,Sunny,Calm,24.8,7.3,168,10.0
25,16.7,10.8,3.2,Sunny,Rough,28.5,10.5,164,13.2
41,15.5,10.2,2.1,Clear,Moderate,23.3,7.8,120,10.8
42,17.9,11.0,3.1,Clear,Rough,22.7,11.3,157,10.9
18,17.0,11.0,4.0,Sunny,Calm,27.4,8.2,167,12.1
43,17.7,11.8,4.0,Cloudy,Rough,26.7,8.7,180,13.3
19,17.8,11.2,2.2,Foggy,Calm,27.7,7.0,126,10.0
24,16.2,9.7,2.4,Cloudy,Rough,22.4,9.7,135,13.1
46,16.6,10.9,4.0,Sunny,Moderate,27.2,8.6,143,11.5
15,18.4,11.0,4.0,Cloudy,Rough,25.3,8.2,195,14.6
41,15.8,11.4,2.6,Foggy,Calm,28.7,8.5,160,11.9
18,17.7,10.1,4.0,Clear,Rough,26.7,8.7,184,15.4
37,15.0,11.2,1.9,Cloudy,Rough,23.9,9.9,143,14.6
14,12.9,10.4,1.8,Foggy,Calm,25.6,7.0,126,11.2
37,13.2,9.8,1.5,Clear,Calm,25.1,9.3,131,11.7
6,13.5,9.3,2.1,Clear,Moderate,26.1,10.6,120,10.0
12,13.7,9.5,1.9,Cloudy,Rough,27.5,7.1,157,11.1
22,16.7,10.3,2.5,Sunny,Calm,23.3,7.1,143,11.5
22,16.7,9.5,2.7,Foggy,Rough,29.0,7.0,142,11.6
28,12.9,9.2,1.9,Foggy,Rough,24.4,7.0,132,10.0
19,13.6,10.1,2.9,Clear,Rough,21.9,9.9,142,11.2
33,19.2,11.2,2.5,Cloudy,Calm,24.5,7.9,146,11.1
23,15.6,9.8,4.0,Foggy,Rough,26.2,7.4,168,12.6
21,19.2,11.7,3.2,Cloudy,Rough,26.3,8.1,173,14.4
22,12.0,9.3,1.8,Sunny,Calm,25.9,8.4,122,10.2
20,13.0,9.4,1.8,Foggy,Calm,27.0,9.1,126,10.0
21,16.1,9.4,3.6,Rain,Moderate,24.9,7.7,168,10.0
34,17.9,11.1,1.4,Cloudy,Rough,24.1,10.6,132,10.9
42,12.0,9.9,1.2,Foggy,Calm,23.5,7.0,122,10.0
50,17.8,9.8,3.7,Cloudy,Calm,26.2,7.6,183,15.3
39,16.5,10.2,2.0,Foggy,Calm,28.8,7.0,151,11.1
15,18.3,10.4,3.7,Sunny,Rough,27.7,8.5,189,10.6
12,14.6,9.6,2.3,Cloudy,Rough,26.3,7.2,142,10.0
20,13.9,9.7,2.1,Clear,Rough,27.0,7.9,120,11.0
11,14.7,9.9,3.5,Sunny,Calm,22.9,8.7,124,11.0
12,19.5,10.8,4.0,Clear,Moderate,22.6,8.0,177,10.4
38,18.4,9.8,3.3,Sunny,Calm,29.0,7.0,192,11.5
16,12.8,10.1,2.8,Cloudy,Calm,21.0,8.3,141,12.9
38,15.2,9.8,1.4,Cloudy,Calm,27.6,7.5,146,10.6
38,12.7,10.5,2.6,Clear,Moderate,24.9,9.4,152,10.2
3,15.8,11.1,3.8,Rain,Moderate,25.7,11.4,139,11.6
12,13.3,9.0,1.5,Rain,Moderate,24.7,9.4,135,10.0
27,12.6,11.1,2.5,Cloudy,Calm,23.6,10.5,122,10.0
43,15.2,10.0,2.3,Foggy,Moderate,27.3,10.9,163,10.0
31,16.9,11.8,3.6,Sunny,Calm,29.0,7.0,160,14.8
38,17.2,9.8,3.2,Rain,Rough,23.4,7.2,159,11.7
47,14.1,10.7,3.4,Foggy,Calm,29.0,7.1,160,10.7
9,18.2,10.0,3.3,Foggy,Calm,25.6,7.0,161,15.0
18,12.0,9.8,2.0,Foggy,Calm,26.0,7.1,120,10.0
43,14.7,9.8,3.5,Cloudy,Rough,28.6,7.3,150,15.4
3,14.3,11.6,2.0,Clear,Rough,24.7,8.2,161,13.6
33,15.8,11.2,4.0,Cloudy,Rough,23.8,8.1,193,15.5
16,13.5,9.7,1.5,Cloudy,Rough,22.5,10.2,120,11.6
16,13.5,10.0,2.0,Cloudy,Moderate,27.1,10.5,120,10.0
18,12.8,10.6,2.3,Rain,Calm,22.1,12.7,136,10.1
44,15.3,10.3,3.3,Rain,Rough,23.9,11.2,169,10.6
18,12.7,9.4,2.1,Clear,Moderate,22.8,9.5,120,10.0
6,16.0,9.8,3.8,Sunny,Rough,21.9,7.0,133,10.0
32,16.8,10.9,2.6,Sunny,Calm,23.0,7.3,142,11.0
19,13.7,9.4,2.3,Clear,Moderate,22.3,8.0,178,10.7
35,14.2,9.8,2.0,Cloudy,Calm,23.0,9.1,149,11.3
15,13.9,9.3,2.6,Foggy,Calm,28.3,7.0,121,10.0
