Voyage_ID,Sailing_Speed,Draft,Trim,Weather_Condition,Sea_Condition,Water_Temperature,Fuel_Consumption_Rate,Distance_Traveled,Time_Duration,seaWaterTemp,wind_speed,wind_direction,sea_current_speed,sea_current_direction,combined_wave_height,combined_wave_direction,displacement
16,13.7,9.6,3.5,Foggy,Calm,25.1,7.6,153,11.3,1.72,23,156,5,52,6.0,148,73071
16,15.6,10.8,3.2,Cloudy,Moderate,22.2,8.9,171,10.0,24.8,7,46,0,145,7.93,102,69239
40,15.6,10.5,1.4,Sunny,Calm,23.7,7.0,140,12.1,15.8,23,162,5,85,1.83,21,116650
29,16.7,11.5,2.6,Foggy,Calm,28.6,8.4,161,14.3,12.63,18,80,6,142,5.66,72,128894
9,13.8,9.6,1.4,Sunny,Rough,22.7,11.4,124,10.0,21.13,14,10,5,147,2.23,104,147613
28,12.0,9.2,2.2,Rain,Moderate,21.5,11.1,120,10.0,7.57,24,116,0,93,0.28,130,119385
16,15.7,9.1,1.8,Clear,Rough,22.9,12.0,125,10.1,17.05,7,125,1,56,3.29,3,140703
22,15.1,9.0,1.8,Clear,Moderate,23.6,11.1,121,10.0,6.37,20,43,0,179,3.73,142,121385
30,18.9,10.5,3.5,Foggy,Calm,27.9,8.6,171,11.5,5.74,23,130,3,164,1.88,157,130437
20,17.3,11.0,3.3,Sunny,Rough,21.4,8.7,166,14.9,11.2,18,28,3,72,5.98,127,70473
9,19.5,10.2,2.4,Cloudy,Rough,26.4,9.1,161,10.6,19.41,15,86,7,45,0.46,146,115264
23,13.6,9.7,1.9,Foggy,Moderate,23.2,9.0,135,11.2,12.28,1,140,3,122,6.9,118,133791
15,14.8,9.7,1.9,Rain,Moderate,23.2,10.1,121,10.0,27.39,20,22,1,90,5.88,36,163770
14,15.6,10.4,3.3,Foggy,Calm,27.2,7.0,152,11.0,8.04,25,24,6,81,1.0,61,66051
11,14.4,9.4,2.3,Rain,Rough,24.9,11.5,121,10.6,21.4,24,96,5,55,2.99,14,75811
39,18.0,10.6,3.0,Rain,Rough,27.9,8.4,156,12.5,30.87,23,18,2,23,3.7,68,102992
46,13.9,10.9,3.4,Cloudy,Rough,26.0,10.0,150,11.8,21.45,26,87,5,148,7.91,15,91017
39,19.0,10.8,2.8,Cloudy,Calm,26.3,8.3,163,14.0,24.95,6,45,6,132,3.92,90,130007
47,15.4,10.4,2.3,Sunny,Moderate,23.4,7.0,130,10.0,26.15,4,164,0,104,3.84,26,124567
21,14.6,9.9,2.0,Clear,Moderate,23.3,12.7,137,10.0,26.47,10,109,4,100,3.21,120,147065
8,14.3,10.0,2.2,Clear,Rough,26.6,12.3,145,13.4,9.33,27,73,2,92,1.13,130,143937
15,17.2,10.7,4.0,Clear,Rough,25.3,8.6,178,14.7,9.82,22,95,4,117,4.31,119,118634
10,12.8,9.3,2.0,Rain,Moderate,21.0,12.3,125,10.0,21.39,28,162,5,13,4.04,165,162079
4,12.6,10.5,2.0,Rain,Moderate,22.6,10.8,125,11.6,21.35,28,77,3,133,7.85,127,89391
17,14.0,9.5,1.8,Cloudy,Calm,21.0,7.0,155,11.8,3.85,28,121,7,32,4.96,147,67297
40,16.8,10.3,3.4,Cloudy,Rough,26.4,7.2,195,14.6,27.47,16,141,6,9,7.37,155,152077
38,17.0,11.2,4.0,Sunny,Rough,23.8,11.5,182,14.2,17.6,23,60,0,63,4.42,83,157631
23,15.8,9.4,1.5,Rain,Calm,26.3,8.4,170,11.2,16.33,30,1,4,75,7.13,112,67568
20,13.6,9.9,2.5,Rain,Calm,23.2,7.0,120,10.4,16.36,27,108,7,64,3.25,70,71938
39,12.0,9.5,2.0,Rain,Moderate,24.1,8.6,139,13.2,14.02,4,159,1,151,4.07,96,77408
46,15.3,9.9,1.5,Rain,Rough,21.0,9.2,162,11.3,4.05,4,155,6,56,4.04,8,136702
15,13.5,10.2,2.8,Clear,Rough,24.1,8.7,120,11.6,5.22,8,59,7,163,3.45,117,116103
22,12.8,10.3,2.5,Foggy,Moderate,25.7,10.6,125,10.2,15.8,22,97,2,23,3.7,8,84375
50,15.2,9.8,1.9,Foggy,Rough,23.0,7.1,157,10.3,25.39,8,151,0,127,2.64,26,77268
3,13.7,10.6,2.1,Rain,Moderate,25.2,8.7,122,10.0,14.5,11,73,5,4,7.37,101,128038
17,13.8,9.4,2.5,Rain,Rough,22.5,13.2,149,10.1,18.81,28,23,7,144,2.51,167,121828
37,12.9,9.6,2.2,Rain,Moderate,21.0,10.6,121,10.0,4.91,10,171,2,175,7.65,42,121172
21,12.3,9.7,2.1,Sunny,Calm,24.4,8.5,120,10.0,6.69,20,144,1,156,6.87,100,123517
10,14.5,9.6,1.9,Clear,Rough,23.5,9.0,121,10.2,22.76,30,57,4,135,1.76,155,140862
2,12.0,9.6,1.9,Foggy,Calm,25.7,7.0,132,10.0,4.81,7,161,4,50,5.59,4,143921
30,19.5,9.4,3.7,Cloudy,Rough,27.0,7.0,195,13.3,20.21,16,96,3,144,6.76,58,76502
33,13.5,10.6,2.0,Clear,Rough,27.8,8.8,153,10.6,18.75,8,24,6,151,4.0,22,162201
18,17.8,11.1,3.4,Foggy,Moderate,29.0,7.5,162,10.0,18.84,5,164,6,91,1.69,50,127142
12,13.2,9.5,2.6,Rain,Moderate,23.9,10.3,136,10.6,2.26,1,140,1,72,5.08,13,124957
15,12.0,9.6,2.2,Sunny,Calm,25.3,13.1,142,10.4,20.55,1,157,1,49,7.08,66,109722
44,13.8,9.5,2.4,Cloudy,Calm,28.0,7.6,120,11.8,19.57,29,104,7,121,4.39,175,126875
17,14.9,10.3,3.6,Rain,Rough,21.5,10.7,130,10.2,2.72,19,101,1,42,1.87,45,159618
38,19.3,10.9,3.5,Clear,Rough,27.2,7.6,162,12.3,21.24,6,83,7,50,6.7,32,154863
36,14.3,10.2,2.0,Clear,Moderate,26.5,10.1,129,11.1,10.22,14,56,4,166,7.27,103,115627
49,13.8,9.0,2.1,Rain,Moderate,24.3,11.3,130,10.0,11.73,15,154,6,148,5.77,27,142999
40,15.3,10.6,3.3,Cloudy,Calm,28.3,8.5,183,11.9,1.84,4,36,2,23,1.71,127,70766
25,13.3,10.5,1.7,Cloudy,Calm,27.8,7.0,128,10.0,1.93,24,82,3,97,0.02,156,71683
30,17.5,11.7,4.0,Clear,Moderate,22.1,7.0,166,12.1,11.4,3,136,3,39,0.48,42,125691
14,17.5,10.7,3.5,Sunny,Calm,26.2,7.5,173,15.9,11.75,12,70,2,136,2.8,140,102150
39,15.4,9.2,2.0,Cloudy,Rough,21.5,8.5,135,12.7,15.01,10,5,6,58,7.7,163,86095
4,19.1,10.0,1.8,Cloudy,Calm,24.1,7.3,122,10.2,24.16,0,39,0,99,0.7,78,80310
32,19.1,11.0,2.8,Sunny,Calm,27.5,7.5,180,13.9,25.02,14,153,5,21,2.31,177,119189
36,18.9,11.2,3.3,Rain,Rough,21.0,9.0,195,14.5,12.69,16,30,3,156,2.66,56,120688
22,17.0,10.6,4.0,Clear,Rough,24.2,10.0,187,15.0,2.73,21,102,6,100,7.8,54,96764
10,12.0,10.0,2.8,Cloudy,Calm,27.3,9.0,124,10.1,8.13,18,44,5,5,0.22,76,144754
22,15.2,9.8,1.5,Foggy,Rough,24.5,10.5,129,10.0,12.14,13,149,4,12,6.23,18,78821
48,14.7,9.5,2.3,Clear,Moderate,22.6,13.1,153,10.4,22.01,4,104,6,94,1.28,48,133672
19,12.5,9.8,2.1,Rain,Moderate,23.2,13.4,120,10.3,6.44,1,100,7,52,4.72,70,144527
19,12.9,9.3,1.9,Rain,Calm,26.6,9.2,120,10.0,8.99,18,133,2,100,0.88,163,78615
46,14.6,10.0,2.4,Cloudy,Calm,23.2,7.0,148,12.5,26.45,18,31,0,169,5.9,127,149260
26,17.0,10.6,2.1,Sunny,Calm,28.3,7.9,173,13.7,21.48,30,154,6,119,5.29,65,163364
15,16.0,11.3,4.0,Foggy,Rough,28.9,8.6,179,13.4,19.0,17,173,6,87,1.1,76,70710
39,12.7,9.4,1.8,Clear,Moderate,23.8,7.4,135,10.0,20.76,22,97,7,110,7.37,47,144780
23,14.5,9.0,1.5,Cloudy,Moderate,24.1,10.7,120,10.0,1.63,17,49,5,34,2.91,96,128578
47,16.3,10.7,3.8,Foggy,Moderate,27.6,7.0,155,11.4,16.25,25,168,1,86,3.21,34,70908
28,13.2,9.5,2.0,Cloudy,Rough,25.4,8.7,161,10.9,2.06,1,51,5,117,3.32,158,77681
11,19.1,11.9,4.0,Sunny,Rough,23.1,8.9,174,13.7,28.23,20,95,7,105,2.36,26,102389
35,12.0,9.8,2.8,Foggy,Calm,26.0,10.6,120,10.2,4.85,26,136,7,172,2.18,164,88774
16,12.1,9.5,2.5,Foggy,Rough,27.9,8.2,120,10.9,25.89,9,13,5,40,0.57,166,128276
19,19.3,9.9,2.2,Rain,Rough,21.8,8.8,152,13.4,2.75,16,126,6,65,4.89,16,154634
23,14.3,9.7,2.5,Clear,Moderate,25.5,9.3,131,10.0,2.29,28,145,4,133,1.93,173,158978
37,19.1,11.6,3.6,Sunny,Moderate,27.1,8.0,161,11.7,12.49,22,110,4,110,7.62,33,164330
26,14.5,9.1,1.7,Cloudy,Calm,24.6,7.0,125,10.3,14.45,7,126,6,147,5.04,8,94906
14,15.4,9.7,1.9,Cloudy,Calm,26.0,8.6,141,10.1,8.35,26,29,2,19,1.65,156,127182
20,18.8,9.9,3.3,Cloudy,Calm,29.0,7.0,164,12.1,6.68,22,118,0,155,6.76,80,120520
49,15.6,9.8,1.9,Foggy,Calm,28.9,7.5,135,10.7,20.74,3,36,0,104,4.51,76,146576
41,14.8,11.4,1.7,Clear,Rough,21.0,10.2,123,13.0,19.91,13,115,2,99,6.91,70,109129
2,13.1,9.5,2.1,Rain,Rough,22.7,11.5,134,10.0,14.86,0,131,2,27,4.38,143,78671
15,13.9,9.1,2.6,Cloudy,Rough,24.8,7.0,126,10.2,19.68,15,141,3,32,3.48,55,94259
28,15.9,10.4,3.1,Sunny,Calm,26.4,7.0,169,14.6,18.57,12,91,0,154,5.7,82,158110
41,13.5,9.4,1.7,Rain,Moderate,23.8,9.8,172,12.3,21.6,29,129,5,119,0.18,147,66140
6,14.5,10.6,1.7,Sunny,Rough,24.4,11.4,123,11.8,19.53,19,96,3,127,0.38,25,81960
7,17.0,11.0,4.0,Clear,Calm,27.4,9.4,170,14.3,16.91,20,74,4,79,5.46,46,142621
36,16.7,10.3,2.2,Sunny,Moderate,29.0,8.5,153,12.3,6.17,10,104,2,64,4.59,123,102965
35,17.0,9.3,3.9,Foggy,Moderate,24.7,9.9,173,11.3,20.99,12,178,7,32,3.22,105,79385
38,16.2,10.0,1.7,Clear,Moderate,25.4,8.3,177,12.3,6.44,1,179,2,177,6.81,88,165009
10,16.8,10.7,2.2,Sunny,Rough,24.4,7.7,161,15.6,15.34,17,72,1,88,7.91,176,108770
28,18.0,11.1,4.0,Clear,Rough,22.5,8.8,195,14.5,22.62,21,45,3,54,0.02,71,119057
14,12.7,10.0,2.2,Clear,Moderate,21.2,12.2,120,10.0,4.14,19,114,2,87,2.79,18,162815
42,13.2,9.6,2.5,Rain,Moderate,26.3,9.9,136,10.5,9.88,18,10,6,52,3.96,171,79590
12,15.6,9.0,2.2,Cloudy,Moderate,22.9,7.6,138,10.0,8.18,6,97,7,59,0.01,89,158643
23,15.9,9.9,1.6,Sunny,Calm,22.2,8.3,123,10.0,2.23,9,140,5,19,4.17,51,116745
48,13.1,9.8,2.1,Clear,Rough,24.2,10.0,154,12.2,22.98,19,171,3,65,7.85,21,160914
46,13.8,10.1,2.3,Foggy,Calm,26.4,9.1,150,10.8,19.96,28,106,0,107,6.49,82,142638
17,13.5,9.0,3.1,Sunny,Rough,21.0,10.9,128,10.2,10.44,29,2,5,4,1.78,127,106180
15,14.0,9.3,1.2,Rain,Moderate,23.5,9.6,134,10.0,13.78,30,130,4,177,0.28,10,111341
1,12.0,9.4,2.4,Rain,Moderate,29.0,11.5,121,10.0,17.49,28,49,7,70,0.02,162,70920
27,13.4,9.5,1.3,Foggy,Calm,25.3,9.4,146,10.6,22.19,23,97,1,177,0.03,58,153231
17,12.6,10.8,4.0,Foggy,Calm,29.0,7.4,162,11.0,6.63,20,126,0,101,4.71,44,117926
11,19.5,10.3,3.7,Sunny,Rough,26.0,7.3,162,16.0,3.63,13,143,4,123,4.34,85,134833
37,13.1,9.9,2.4,Clear,Moderate,26.0,13.4,120,10.0,23.25,26,50,2,105,1.44,49,109836
7,17.1,9.1,4.0,Cloudy,Calm,21.0,9.8,146,15.3,21.73,17,89,7,17,7.01,104,157825
20,16.9,10.4,3.8,Sunny,Rough,27.2,10.4,179,13.8,29.3,30,140,2,59,5.3,127,123916
14,13.5,9.4,2.4,Sunny,Rough,22.6,10.5,146,12.0,4.25,18,142,4,147,2.84,107,160442
32,12.0,9.9,2.3,Rain,Moderate,24.8,13.8,133,11.3,25.88,18,34,6,22,7.43,96,128451
21,13.0,11.1,2.8,Clear,Moderate,21.7,12.5,140,10.0,9.12,27,143,0,21,3.21,18,141557
16,13.0,9.4,1.9,Foggy,Calm,25.9,9.8,124,10.0,13.92,15,28,1,177,7.09,166,155686
34,14.9,10.1,1.9,Sunny,Calm,25.0,11.7,121,10.0,11.07,27,106,1,7,0.52,42,146320
30,16.3,10.5,1.7,Foggy,Calm,27.9,7.0,151,12.8,17.57,5,169,3,160,6.03,115,76535
23,15.2,9.7,2.3,Cloudy,Rough,22.9,10.3,130,10.0,26.62,0,51,1,154,3.4,170,126727
36,15.9,10.5,2.9,Foggy,Calm,29.0,7.0,173,10.0,1.92,21,9,5,169,4.3,142,143745
12,12.0,9.3,2.0,Sunny,Calm,21.6,7.7,120,10.0,25.03,21,35,5,93,7.29,31,93995
20,16.0,9.2,2.2,Clear,Rough,21.8,11.3,120,10.0,2.54,11,76,5,140,1.41,105,93709
31,18.6,11.3,3.5,Sunny,Rough,21.0,7.3,180,14.4,23.97,19,111,2,147,3.02,174,68889
32,16.9,10.1,4.0,Sunny,Rough,23.6,7.0,174,13.0,2.19,10,85,6,81,3.09,28,131693
21,14.9,9.0,2.1,Sunny,Rough,23.9,11.6,128,10.1,16.96,20,91,5,24,1.94,65,156330
17,19.0,10.1,4.0,Clear,Rough,22.6,7.4,158,14.5,29.96,12,116,2,112,1.87,58,132132
23,13.9,9.5,2.1,Clear,Moderate,23.7,12.3,122,10.0,16.11,9,34,4,39,2.85,23,130220
21,19.2,10.1,2.7,Sunny,Moderate,23.1,7.0,156,10.4,5.3,12,29,1,113,4.42,28,133835
28,14.8,9.6,1.8,Cloudy,Calm,23.2,9.7,122,10.0,21.15,0,53,4,135,5.68,173,136558
17,15.4,10.4,3.0,Foggy,Rough,23.6,7.0,162,14.2,29.79,21,118,5,80,6.76,49,133236
28,17.7,10.9,3.3,Rain,Rough,25.2,8.0,160,12.9,18.62,25,151,0,179,2.64,56,149581
42,17.3,9.8,2.8,Foggy,Calm,26.6,7.3,128,14.1,10.01,27,2,4,95,3.8,64,151864
7,12.1,9.2,1.9,Rain,Moderate,25.1,12.6,120,10.0,21.71,0,121,3,80,2.0,101,158676
40,12.7,10.3,2.2,Foggy,Calm,24.0,11.3,150,11.5,23.2,1,94,2,68,2.62,173,152810
49,16.8,9.4,3.1,Foggy,Rough,28.6,7.0,151,12.1,24.86,10,175,5,67,1.34,1,66796
9,16.4,10.5,3.1,Cloudy,Rough,25.4,7.9,156,12.5,16.65,27,106,4,163,7.33,65,112569
10,19.4,10.7,2.0,Sunny,Rough,24.9,8.9,178,13.4,7.69,11,29,4,36,1.51,177,130392
16,18.3,10.5,4.0,Clear,Rough,25.5,8.4,164,14.0,30.82,28,121,1,174,1.04,171,112457
50,13.5,10.4,2.0,Rain,Rough,23.0,11.6,130,10.0,1.32,4,172,5,172,7.18,99,67893
26,14.9,10.5,3.8,Clear,Calm,23.5,11.4,168,10.7,10.59,17,126,0,21,7.13,87,161597
28,16.0,9.5,2.6,Clear,Moderate,22.5,11.6,153,10.9,10.79,1,64,7,89,1.03,20,88124
33,17.2,11.0,3.9,Cloudy,Rough,26.3,9.7,181,12.7,11.57,13,59,0,177,6.09,70,82702
15,17.7,9.7,4.0,Sunny,Calm,29.0,7.0,174,13.3,2.44,25,78,3,2,0.6,3,142034
30,13.1,9.0,1.8,Foggy,Calm,23.7,9.5,129,10.2,30.55,9,56,6,87,5.68,165,67280
22,18.6,9.8,2.9,Cloudy,Calm,22.3,7.3,181,14.2,25.31,10,37,1,134,0.88,132,80021
43,16.3,9.6,3.2,Clear,Moderate,26.3,8.4,136,10.2,19.13,22,178,1,96,5.76,105,121445
44,15.3,10.2,2.1,Foggy,Calm,24.8,7.0,124,10.2,7.01,11,111,3,25,4.94,111,130094
7,15.5,9.4,1.7,Cloudy,Rough,21.0,8.2,120,10.4,7.42,9,126,7,62,7.45,69,79633
29,17.8,11.0,4.0,Clear,Rough,27.1,10.4,171,16.1,18.67,6,20,0,80,0.73,176,105263
25,12.9,9.0,1.9,Foggy,Moderate,25.9,7.2,120,10.0,15.55,26,114,4,171,1.4,165,79925
19,14.8,9.3,2.3,Foggy,Calm,26.7,10.7,125,10.6,5.65,3,170,4,110,0.09,10,134091
19,18.4,10.6,2.2,Sunny,Rough,21.2,7.3,144,12.9,20.46,8,124,7,74,3.87,94,122741
15,14.0,9.3,1.9,Foggy,Calm,29.0,7.0,120,11.4,30.68,10,175,1,68,4.34,96,104957
22,16.7,10.1,3.8,Foggy,Rough,29.0,7.8,177,10.9,25.33,17,49,7,133,2.92,142,86326
44,13.5,9.5,2.9,Clear,Moderate,26.0,12.4,120,10.3,19.15,3,137,0,5,7.82,150,117126
18,16.7,10.0,2.3,Clear,Rough,25.4,8.8,168,10.0,23.64,3,9,0,136,6.05,64,85378
25,18.3,9.5,3.4,Rain,Rough,25.0,9.6,188,13.1,10.42,1,50,0,74,2.13,58,134916
30,13.4,9.6,1.8,Rain,Rough,28.6,7.8,130,10.0,12.63,25,66,0,73,6.71,98,147941
19,16.5,9.0,1.9,Cloudy,Calm,25.4,8.0,152,11.4,2.44,28,68,0,104,1.92,62,75201
12,17.3,10.4,4.0,Clear,Calm,28.3,8.0,158,14.7,29.58,10,139,1,40,5.66,16,98612
42,16.3,9.7,3.3,Foggy,Calm,29.0,7.6,176,14.5,26.71,10,151,5,75,6.05,36,77210
15,14.5,9.1,1.9,Sunny,Rough,24.1,7.0,130,10.0,20.15,17,107,3,74,0.7,26,130236
9,16.9,9.9,3.4,Rain,Calm,23.0,7.7,161,12.4,16.94,10,47,7,92,3.65,102,66941
39,12.3,9.6,2.0,Sunny,Calm,25.2,9.0,122,10.7,15.08,30,140,6,169,6.96,118,138333
20,17.9,9.5,1.8,Clear,Rough,24.9,7.2,132,10.6,4.11,23,109,5,50,1.42,143,127021
27,13.9,9.8,2.1,Sunny,Calm,26.5,7.0,120,11.6,23.87,14,143,4,105,3.15,176,115588
25,12.4,9.4,2.6,Clear,Moderate,21.0,11.7,133,10.4,29.74,7,45,2,31,4.43,83,116235
19,15.2,10.0,2.3,Rain,Rough,21.2,10.8,172,14.4,29.62,4,2,3,79,7.12,75,83646
41,15.7,9.6,1.8,Rain,Moderate,22.4,8.2,132,10.4,1.66,26,126,4,69,5.12,13,89097
1,16.6,10.0,2.5,Sunny,Rough,23.0,8.7,163,10.3,11.51,14,139,0,81,3.45,56,76422
9,17.1,9.6,2.9,Sunny,Calm,24.8,7.3,168,10.0,15.44,6,138,7,156,7.32,5,101171
25,16.7,10.8,3.2,Sunny,Rough,28.5,10.5,164,13.2,12.07,15,52,0,87,1.18,43,156658
41,15.5,10.2,2.1,Clear,Moderate,23.3,7.8,120,10.8,23.67,0,66,0,174,1.67,34,115864
42,17.9,11.0,3.1,Clear,Rough,22.7,11.3,157,10.9,19.82,14,121,1,87,4.39,66,114904
18,17.0,11.0,4.0,Sunny,Calm,27.4,8.2,167,12.1,24.61,22,172,7,124,0.73,74,96672
43,17.7,11.8,4.0,Cloudy,Rough,26.7,8.7,180,13.3,19.43,13,79,5,125,1.47,6,158823
19,17.8,11.2,2.2,Foggy,Calm,27.7,7.0,126,10.0,19.9,0,173,6,17,6.0,69,162598
24,16.2,9.7,2.4,Cloudy,Rough,22.4,9.7,135,13.1,9.89,19,118,0,116,0.24,0,118391
46,16.6,10.9,4.0,Sunny,Moderate,27.2,8.6,143,11.5,10.53,13,98,6,143,3.89,11,142719
15,18.4,11.0,4.0,Cloudy,Rough,25.3,8.2,195,14.6,29.22,8,170,1,44,3.89,160,158459
41,15.8,11.4,2.6,Foggy,Calm,28.7,8.5,160,11.9,3.85,22,142,4,7,4.83,68,152865
18,17.7,10.1,4.0,Clear,Rough,26.7,8.7,184,15.4,11.78,2,111,1,9,1.45,41,139467
37,15.0,11.2,1.9,Cloudy,Rough,23.9,9.9,143,14.6,13.95,3,53,0,147,5.86,98,94285
14,12.9,10.4,1.8,Foggy,Calm,25.6,7.0,126,11.2,24.85,26,122,4,160,3.62,85,96190
37,13.2,9.8,1.5,Clear,Calm,25.1,9.3,131,11.7,17.05,4,59,0,116,7.4,142,83434
6,13.5,9.3,2.1,Clear,Moderate,26.1,10.6,120,10.0,10.27,2,3,2,103,1.15,84,125227
12,13.7,9.5,1.9,Cloudy,Rough,27.5,7.1,157,11.1,20.05,30,101,4,118,3.91,21,125070
22,16.7,10.3,2.5,Sunny,Calm,23.3,7.1,143,11.5,22.17,9,116,0,55,4.67,150,134495
22,16.7,9.5,2.7,Foggy,Rough,29.0,7.0,142,11.6,14.87,0,77,1,15,4.8,14,82568
28,12.9,9.2,1.9,Foggy,Rough,24.4,7.0,132,10.0,10.59,27,117,2,110,0.49,71,158692
19,13.6,10.1,2.9,Clear,Rough,21.9,9.9,142,11.2,26.38,7,14,0,16,3.87,132,103850
33,19.2,11.2,2.5,Cloudy,Calm,24.5,7.9,146,11.1,7.5,30,106,4,136,0.06,135,107809
23,15.6,9.8,4.0,Foggy,Rough,26.2,7.4,168,12.6,30.63,15,172,1,60,6.68,65,163211
21,19.2,11.7,3.2,Cloudy,Rough,26.3,8.1,173,14.4,23.11,1,165,5,39,7.98,3,126240
22,12.0,9.3,1.8,Sunny,Calm,25.9,8.4,122,10.2,29.8,11,147,7,134,5.59,156,144062
20,13.0,9.4,1.8,Foggy,Calm,27.0,9.1,126,10.0,8.35,12,171,1,121,4.99,80,80288
21,16.1,9.4,3.6,Rain,Moderate,24.9,7.7,168,10.0,14.02,6,138,2,45,0.34,172,109733
34,17.9,11.1,1.4,Cloudy,Rough,24.1,10.6,132,10.9,6.53,8,39,7,33,6.29,72,67854
42,12.0,9.9,1.2,Foggy,Calm,23.5,7.0,122,10.0,15.61,7,97,7,171,2.55,15,95247
50,17.8,9.8,3.7,Cloudy,Calm,26.2,7.6,183,15.3,6.27,20,107,4,61,6.44,164,146889
39,16.5,10.2,2.0,Foggy,Calm,28.8,7.0,151,11.1,25.15,14,117,4,79,7.82,161,153560
15,18.3,10.4,3.7,Sunny,Rough,27.7,8.5,189,10.6,5.51,27,176,3,170,2.1,24,84603
12,14.6,9.6,2.3,Cloudy,Rough,26.3,7.2,142,10.0,22.11,6,22,1,127,3.59,94,138174
20,13.9,9.7,2.1,Clear,Rough,27.0,7.9,120,11.0,14.85,10,46,4,132,1.03,133,136998
11,14.7,9.9,3.5,Sunny,Calm,22.9,8.7,124,11.0,24.72,13,104,5,150,7.64,26,129363
12,19.5,10.8,4.0,Clear,Moderate,22.6,8.0,177,10.4,18.97,15,125,2,20,5.72,15,160413
38,18.4,9.8,3.3,Sunny,Calm,29.0,7.0,192,11.5,13.94,26,13,4,50,3.55,4,89976
16,12.8,10.1,2.8,Cloudy,Calm,21.0,8.3,141,12.9,2.27,11,63,7,77,0.05,157,82686
38,15.2,9.8,1.4,Cloudy,Calm,27.6,7.5,146,10.6,1.62,28,137,6,151,5.27,50,114576
38,12.7,10.5,2.6,Clear,Moderate,24.9,9.4,152,10.2,26.49,16,149,3,117,4.59,74,125295
3,15.8,11.1,3.8,Rain,Moderate,25.7,11.4,139,11.6,20.29,7,168,3,44,3.91,55,80670
12,13.3,9.0,1.5,Rain,Moderate,24.7,9.4,135,10.0,11.88,13,66,5,88,5.78,132,99721
27,12.6,11.1,2.5,Cloudy,Calm,23.6,10.5,122,10.0,1.9,5,82,1,140,3.77,42,143358
43,15.2,10.0,2.3,Foggy,Moderate,27.3,10.9,163,10.0,18.28,20,44,6,170,7.32,155,141813
31,16.9,11.8,3.6,Sunny,Calm,29.0,7.0,160,14.8,29.58,2,108,2,111,3.14,136,65775
38,17.2,9.8,3.2,Rain,Rough,23.4,7.2,159,11.7,6.69,30,9,4,131,3.35,79,152634
47,14.1,10.7,3.4,Foggy,Calm,29.0,7.1,160,10.7,13.68,11,44,5,77,5.4,154,122377
9,18.2,10.0,3.3,Foggy,Calm,25.6,7.0,161,15.0,21.41,29,125,0,159,7.83,135,152695
18,12.0,9.8,2.0,Foggy,Calm,26.0,7.1,120,10.0,30.05,22,77,1,102,5.41,112,67374
43,14.7,9.8,3.5,Cloudy,Rough,28.6,7.3,150,15.4,19.84,19,156,0,103,6.38,135,69925
3,14.3,11.6,2.0,Clear,Rough,24.7,8.2,161,13.6,17.3,22,64,7,3,0.7,64,71399
33,15.8,11.2,4.0,Cloudy,Rough,23.8,8.1,193,15.5,12.31,4,21,4,16,7.55,66,121568
16,13.5,9.7,1.5,Cloudy,Rough,22.5,10.2,120,11.6,2.12,24,40,6,78,6.02,36,153722
16,13.5,10.0,2.0,Cloudy,Moderate,27.1,10.5,120,10.0,24.1,2,68,3,83,3.33,169,108363
18,12.8,10.6,2.3,Rain,Calm,22.1,12.7,136,10.1,11.01,14,80,2,142,4.47,145,92532
44,15.3,10.3,3.3,Rain,Rough,23.9,11.2,169,10.6,9.23,2,115,3,179,6.72,121,148325
18,12.7,9.4,2.1,Clear,Moderate,22.8,9.5,120,10.0,18.14,24,62,2,57,2.59,41,70760
6,16.0,9.8,3.8,Sunny,Rough,21.9,7.0,133,10.0,3.41,21,84,6,25,5.83,115,124848
32,16.8,10.9,2.6,Sunny,Calm,23.0,7.3,142,11.0,7.0,18,96,1,4,4.76,95,69735
19,13.7,9.4,2.3,Clear,Moderate,22.3,8.0,178,10.7,3.71,8,176,6,52,0.9,121,143272
35,14.2,9.8,2.0,Cloudy,Calm,23.0,9.1,149,11.3,18.35,20,163,5,6,6.37,159,120455
15,13.9,9.3,2.6,Foggy,Calm,28.3,7.0,121,10.0,30.05,14,176,0,179,4.11,163,83659
43,17.4,9.8,3.0,Cloudy,Calm,26.5,7.0,177,13.2,17.44,28,33,7,36,2.03,97,136400
19,12.7,10.4,2.7,Clear,Moderate,25.8,11.6,120,11.1,12.89,13,83,0,156,4.2,70,160814
14,16.1,10.1,3.7,Foggy,Calm,25.3,8.1,171,12.6,8.16,12,60,1,119,5.11,67,103383
34,15.2,11.1,3.7,Foggy,Calm,27.3,9.4,149,12.3,23.88,16,0,7,177,4.58,120,116967
32,17.5,10.6,3.6,Foggy,Calm,27.2,7.0,169,16.7,12.87,14,100,3,15,2.01,69,125843
19,13.8,10.0,2.0,Cloudy,Moderate,25.1,8.0,140,10.1,24.96,10,173,5,5,6.97,34,136135
15,18.2,10.5,3.3,Clear,Rough,23.7,7.8,126,11.3,10.99,26,125,1,70,2.89,63,100617
25,17.9,9.8,2.4,Sunny,Moderate,27.5,8.9,164,12.1,26.61,4,23,1,76,4.92,57,142484
10,13.6,9.7,2.2,Clear,Rough,24.1,11.7,127,10.0,2.06,9,42,4,166,4.0,141,68210
17,14.9,10.5,1.5,Cloudy,Calm,25.9,7.5,151,11.2,30.14,13,80,1,159,3.85,8,68841
